ID	Len	GC	Group
RF01687_AACY020300607.1	46	0.543	RF01687
RF01687_AACY020305437.1	46	0.565	RF01687
RF01687_AACY020309501.1	46	0.587	RF01687
RF01687_AACY020311120.1	46	0.587	RF01687
RF01687_AACY020525177.1	46	0.587	RF01687
RF01687_AACY021466345.1	45	0.444	RF01687
RF01687_AACY022263854.1	46	0.565	RF01687
RF01687_AACY023821681.1	46	0.565	RF01687
RF01687_AAFX01099936.1	46	0.609	RF01687
RF01687_AAFX01104218.1	46	0.696	RF01687
RF01687_AAFX01117144.1	46	0.630	RF01687
RF01687_AAFX01127360.1	46	0.652	RF01687
RF01687_AAGA01022342.1	46	0.652	RF01687
RF01687_ABCK01000001.1	46	0.587	RF01687
RF01687_ABCK01000002.1	46	0.522	RF01687
RF01687_ABCK01000004.1	46	0.500	RF01687
RF01687_ABCK01000005.1	46	0.500	RF01687
RF01687_ABCK01000006.1	46	0.543	RF01687
RF01687_ABCK01000007.1	46	0.478	RF01687
RF01687_ABCK01000010.1	46	0.543	RF01687
RF01687_ABCK01000012.1	46	0.565	RF01687
RF01687_ABCK01000016.1	46	0.543	RF01687
RF01687_ABCK01000020.1	46	0.478	RF01687
RF01687_ABCK01000026.1	46	0.587	RF01687
RF01687_ABCK01000029.1	46	0.543	RF01687
RF01687_ABCK01000080.1	46	0.565	RF01687
RF01687_ABEF01020663.1	46	0.609	RF01687
RF01687_ABEF01025289.1	46	0.674	RF01687
RF01687_BX294154.1	46	0.609	RF01687
RF01687_CP000360.1	46	0.652	RF01687
RF01687_CP000698.1	46	0.652	RF01687
